OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9414981,44368,2024/05/02 17:39:23+00,179.32,2024/05/09 17:15:25+00,149875,1001 W MAIN ST,CLOSED,0,Walk-In Cooler/Freezer Installation,B - Business,MC-24-0020,C-MECH,C-WALKIN
9415013,44336,2024/04/29 17:38:30+00,11494.88,2024/05/17 18:00:17+00,115319,852 W MAIN ST,CLOSED,0,Other,R2/B - Apartments/Fraternities/Sororities/Business,BC-24-0051,C-BLDG,C-BLDGOTH
9415043,44304,2024/04/25 16:10:49+00,280.0,,110846,852 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0043,TE-TRAFFIC,TE-STREETS
9415061,44286,2024/04/23 17:31:10+00,190.74,2024/05/08 23:07:46+00,124339,321 E MAIN ST,CLOSED,0,Electrical Other,B - Business,EC-24-0046,C-ELEC,C-ELECOTH
9415070,44277,2024/04/22 19:02:43+00,0.0,,320176000,499 W MAIN ST,OPEN,0,Bond Release/Reduction,,PL-24-0038,PL-PLANNG,PL-BOND
9415086,44260,2024/04/18 18:44:36+00,100.78,2024/05/03 20:51:40+00,116284,509 E WATER ST,CLOSED,0,Plumbing Other,A2 - Hospitality including Restaurants and Hotels,PC-24-0023,C-PLUMB,C-PLMBOTH
9415087,44259,2024/04/18 18:43:34+00,86.5,2024/04/19 23:52:00+00,116284,509 E WATER ST,CLOSED,0,Electrical Other,A2 - Hospitality including Restaurants and Hotels,EC-24-0044,C-ELEC,C-ELECOTH
9415088,44258,2024/04/18 18:41:38+00,100.78,2024/07/22 23:58:57+00,116284,509 E WATER ST,CLOSED,0,Kitchen Hood Type I,A2 - Hospitality including Restaurants and Hotels,MC-24-0017,C-MECH,C-KITCHHD
9415121,44225,2024/04/16 23:23:07+00,103.64,2024/04/16 23:24:25+00,134456,300 W MAIN ST,ISSUE,0,Service Change,B - Business,EC-24-0043,C-ELEC,C-ELECCHNG
9415133,44212,2024/04/15 19:39:01+00,25.0,,111099,507 E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0144,ZNG-ZONING,ZNG-MALLVN
9415171,44174,2024/04/09 17:16:49+00,10.0,,123184,123 E MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0032,TE-TRAFFIC,TE-STREETS
9415203,44142,2024/04/04 21:50:45+00,142.19,2024/04/09 20:04:00+00,125781,900 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,,F-24-0019,F-FIRE,F-SPRINKLR
9415214,44131,2024/04/02 21:18:31+00,339.3,2024/07/12 20:28:28+00,141477,"852 W Main Street, Suite 110",ISSUE,0,Tenant Upfit,A2 - Hospitality including Restaurants and Hotels,BC-24-0083,C-BLDG,C-TENUP
9415239,44105,2024/03/28 21:42:50+00,25.0,,E WATER ST,E WATER ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0126,ZNG-ZONING,ZNG-MALLVN
9415244,44100,2024/03/28 18:10:39+00,250.0,,124203,499 W MAIN ST,EXPIRED,0,Zoning Compliance Request,,ZA-24-0123,ZNG-ZONING,ZNG-COMPLN
9415257,44087,2024/03/27 20:14:05+00,200.74,2024/03/27 20:38:13+00,118065,817 W MAIN ST,ISSUE,0,Service Upgrade,A2 - Hospitality including Restaurants and Hotels,EC-24-0036,C-ELEC,C-ELECUPGD
9415260,44084,2024/03/27 17:50:42+00,75.0,,128804,309 E MAIN ST,CLOSED,0,Sign,,ZA-24-0122,ZNG-ZONING,ZNG-SIGN
9415271,44073,2024/03/26 17:07:59+00,157.9,2024/04/16 19:22:23+00,116284,509 E WATER ST,CLOSED,0,Tenant Upfit,A2 - Hospitality including Restaurants and Hotels,BC-24-0034,C-BLDG,C-TENUP
9415283,44059,2024/03/22 20:07:27+00,225.0,,129559,400 E MAIN ST # 3,CLOSED,0,Sign,,ZA-24-0113,ZNG-ZONING,ZNG-SIGN
9415303,44038,2024/03/20 19:13:09+00,75.0,,129559,400 E MAIN ST,CLOSED,0,Sign,,ZA-24-0112,ZNG-ZONING,ZNG-SIGN
9415343,43998,2024/03/14 18:58:03+00,25.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0108,ZNG-ZONING,ZNG-MALLVN
9415351,43990,2024/03/13 20:22:58+00,150.0,,129397,410 E WATER ST,CLOSED,0,Sign,,ZA-24-0107,ZNG-ZONING,ZNG-SIGN
9415429,43908,2024/03/06 00:05:04+00,343.44,2024/04/09 20:12:06+00,118278,701 E WATER ST,CLOSED,0,Tenant Upfit,B - Business,BC-24-0022,C-BLDG,C-TENUP
9415451,43885,2024/03/01 18:15:15+00,130.0,,112960,1309 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0020,TE-TRAFFIC,TE-PARKING
9415457,43877,2024/02/29 01:20:35+00,104.05,2024/03/01 21:03:09+00,132509,250 W MAIN ST # 501,ISSUE,0,Modify Electrical Wiring System,R2 - Apartments/Fraternities and Sororities etc,ER-24-0064,C-ELEC,C-ELECALT
9415489,43840,2024/02/27 18:44:57+00,186.5,2024/09/27 17:27:22+00,132594,801 W MAIN ST,ISSUE,0,Electrical Other,B - Business,EC-24-0022,C-ELEC,C-ELECOTH
9415502,43827,2024/02/23 23:38:26+00,250.0,,118614,421 499 501 and 503 West Main Street,CLOSED,0,Zoning Compliance Request,,ZA-24-0071,ZNG-ZONING,ZNG-COMPLN
9415507,43822,2024/02/23 21:58:35+00,25.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0070,ZNG-ZONING,ZNG-MALLVN
9415573,43752,2024/02/13 20:13:54+00,0.0,2024/02/21 19:18:06+00,128654,605 E MAIN ST,CLOSED,0,Electrical Other,B - Business,EC-24-0019,C-ELEC,C-ELECOTH
9415589,43736,2024/02/09 22:54:34+00,400.0,,E MAIN ST,200 BLOCK OF W MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0059,ZNG-ZONING,ZNG-MALLVN
9415600,43725,2024/02/08 20:56:21+00,40.0,,,112 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0010,TE-TRAFFIC,TE-PARKING
9415606,43718,2024/02/08 18:31:58+00,75.0,,,1001 W MAIN ST,CLOSED,0,Sign,,ZA-24-0056,ZNG-ZONING,ZNG-SIGN
9415658,43665,2024/02/02 00:20:31+00,911.18,2024/02/08 20:07:28+00,125781,900 W MAIN ST,CLOSED,0,Modify Existing Plumbing System,,PC-24-0003,C-PLUMB,C-PLMBALT
9415683,43640,2024/01/29 23:10:35+00,489.2,2024/05/07 16:34:26+00,125781,900 W MAIN ST,CLOSED,0,Electrical Other,R1 - Hotels Motels and Boarding Houses,EC-24-0013,C-ELEC,C-ELECOTH
9415703,43620,2024/01/24 22:12:10+00,800.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0030,ZNG-ZONING,ZNG-MALLVN
9415716,43607,2024/01/23 18:22:39+00,40.0,,,400 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0005,TE-TRAFFIC,TE-PARKING
9415773,43550,2024/01/17 21:30:54+00,116.88,2024/02/12 22:50:35+00,129559,400 E MAIN ST,CLOSED,0,Fire Sprinkler Permit,,F-24-0003,F-FIRE,F-SPRINKLR
9415806,43517,2024/01/11 20:09:13+00,0.0,2024/01/11 20:12:10+00,128654,605 EAST MAIN STREET,ISSUE,0,Plumbing Other,B - Business,PC-24-0000,C-PLUMB,C-PLMBOTH
9415816,43507,2024/01/10 20:44:03+00,310.7,2024/01/10 20:48:32+00,129559,400 E MAIN ST,CLOSED,0,Electrical Other,R5 - One and Two Family Dwellings,EC-24-0005,C-ELEC,C-ELECOTH
9415833,43488,2024/01/08 20:44:29+00,125.0,,,418 W MAIN ST,OPEN,0,ADC/IPP COA,,HST24-0005,HST-HSTRC,HST-COA
9415856,43464,2024/01/04 00:03:25+00,2268.5,2024/01/17 01:11:13+00,115715,1000 W Main Street,ISSUE,0,Other,A3 - Public Assembly,BC-24-0000,C-BLDG,C-BLDGOTH
9415894,43426,2023/12/26 19:57:31+00,320.06,2024/01/05 21:07:47+00,129559,400 E MAIN ST,CLOSED,0,Mechanical Other,B - Business,MC-23-0137,C-MECH,C-MECHOTH
9415908,43410,2023/12/20 22:47:19+00,367.86,2024/03/06 00:30:23+00,117782,400 E MAIN ST # 3,CLOSED,0,Modify Existing Plumbing System,B - Business,PC-23-0147,C-PLUMB,C-PLMBALT
9415935,43381,2023/12/14 18:51:24+00,0.0,2023/12/14 18:53:28+00,128654,605 E Main Street,CLOSED,0,Plumbing Other,B - Business,PC-23-0146,C-PLUMB,C-PLMBOTH
9415985,43330,2023/12/07 20:02:33+00,328.43,2023/12/09 00:52:33+00,128654,605 E Main Street,CLOSED,0,Modify Electrical Wiring System,B - Business,EC-23-0291,C-ELEC,C-ELECALT
9416023,43292,2023/12/01 21:24:59+00,410.0,,,100 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-23-0009,TE-TRAFFIC,TE-STREETS
9416024,43291,2023/12/01 21:21:34+00,110.0,,,100 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-23-0008,TE-TRAFFIC,TE-STREETS
9416025,43290,2023/12/01 21:19:22+00,150.0,,,100 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-23-0007,TE-TRAFFIC,TE-STREETS
9416026,43289,2023/12/01 21:18:47+00,228.59,2023/12/20 00:30:28+00,268410,819 W Main St,CLOSED,0,Other,U - Utility and Miscellaneous,BC-23-0298,C-BLDG,C-BLDGOTH
9416029,43286,2023/12/01 19:57:29+00,150.0,,,100 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-23-0006,TE-TRAFFIC,TE-STREETS
9416048,43267,2023/11/29 20:42:33+00,125.0,,113147,625 W MAIN ST,CLOSED,0,ADC/IPP COA,,HST23-0002,HST-HSTRC,HST-COA
9416073,43242,2023/11/27 18:54:34+00,75.0,,,913 W MAIN ST,CLOSED,0,Sign,,ZA-23-0005,ZNG-ZONING,ZNG-SIGN
9416122,43192,2023/11/16 01:23:46+00,50.0,,,515 E WATER ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-23-0002,TE-TRAFFIC,TE-STREETS
9416207,43106,2010/04/29 08:00:00+00,840.0,,100060000,1204 WEST MAIN STREET,CLOSED,0,Zoning Ordinance Amendment,,ZM10-00002,PL-PLANNG,PL-ZNGORD
9416214,43099,2021/11/12 10:00:00+00,937.5,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0031,ZNG-ZONING,ZNG-MALLVN
9416215,43098,2021/11/12 10:00:00+00,750.0,,330229000,313 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0030,ZNG-ZONING,ZNG-MALLVN
9416216,43097,2021/03/15 08:00:00+00,916.67,,330274000,225-227 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0029,ZNG-ZONING,ZNG-MALLVN
9416219,43094,2021/03/15 08:00:00+00,945.83,,280047000,406 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0026,ZNG-ZONING,ZNG-MALLVN
9416220,43093,2021/03/15 08:00:00+00,1500.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0025,ZNG-ZONING,ZNG-MALLVN
9416222,43091,2021/03/15 08:00:00+00,2675.0,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0023,ZNG-ZONING,ZNG-MALLVN
9416223,43090,2021/03/15 08:00:00+00,1758.33,,530059000,401-07 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0022,ZNG-ZONING,ZNG-MALLVN
9416224,43089,2021/03/15 08:00:00+00,6171.67,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0021,ZNG-ZONING,ZNG-MALLVN
9416226,43087,2021/03/15 08:00:00+00,1583.33,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0019,ZNG-ZONING,ZNG-MALLVN
9416227,43086,2021/03/15 08:00:00+00,887.5,,330248000,101-111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0018,ZNG-ZONING,ZNG-MALLVN
9416228,43085,2021/03/15 08:00:00+00,1791.67,,280023000,110-112 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0017,ZNG-ZONING,ZNG-MALLVN
9416229,43084,2021/03/15 08:00:00+00,887.5,,330248000,101-111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0016,ZNG-ZONING,ZNG-MALLVN
9416230,43083,2021/03/15 08:00:00+00,1791.67,,280023000,110-112 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0015,ZNG-ZONING,ZNG-MALLVN
9416231,43082,2021/03/15 08:00:00+00,1595.83,,530062000,419-421 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0014,ZNG-ZONING,ZNG-MALLVN
9416232,43081,2021/03/11 10:00:00+00,875.0,,530068000,512-520 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0013,ZNG-ZONING,ZNG-MALLVN
9416233,43080,2021/03/11 10:00:00+00,2208.33,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0012,ZNG-ZONING,ZNG-MALLVN
9416234,43079,2021/03/11 10:00:00+00,3568.33,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0011,ZNG-ZONING,ZNG-MALLVN
9416235,43078,2021/03/11 10:00:00+00,479.17,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0010,ZNG-ZONING,ZNG-MALLVN
9416236,43077,2021/03/11 10:00:00+00,1791.67,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0009,ZNG-ZONING,ZNG-MALLVN
9416238,43075,2021/03/11 10:00:00+00,1762.5,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0007,ZNG-ZONING,ZNG-MALLVN
9416239,43074,2021/03/10 10:00:00+00,1166.67,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0006,ZNG-ZONING,ZNG-MALLVN
9416240,43073,2021/03/10 10:00:00+00,1322.92,,330260000,117-119 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0005,ZNG-ZONING,ZNG-MALLVN
9416241,43072,2021/03/10 10:00:00+00,1064.58,,330274000,225-227 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0004,ZNG-ZONING,ZNG-MALLVN
9416242,43071,2021/03/10 10:00:00+00,1020.83,,530068000,512-520 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0003,ZNG-ZONING,ZNG-MALLVN
9416243,43070,2021/03/10 10:00:00+00,3425.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0002,ZNG-ZONING,ZNG-MALLVN
9416244,43069,2021/03/10 10:00:00+00,6585.0,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN21-0001,ZNG-ZONING,ZNG-MALLVN
9416245,43068,2020/12/04 10:00:00+00,2095.0,,280049000,414 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0025,ZNG-ZONING,ZNG-MALLVN
9416247,43066,2020/11/25 10:00:00+00,4125.0,,330248000,101-111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0023,ZNG-ZONING,ZNG-MALLVN
9416248,43065,2020/11/25 10:00:00+00,1875.0,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0022,ZNG-ZONING,ZNG-MALLVN
9416249,43064,2020/11/25 10:00:00+00,1700.0,,280016000,118-120 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0021,ZNG-ZONING,ZNG-MALLVN
9416250,43063,2020/11/25 10:00:00+00,955.0,,100007000,1327-29 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0020,ZNG-ZONING,ZNG-MALLVN
9416252,43061,2020/10/08 08:00:00+00,2062.5,,530061000,415-417 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0018,ZNG-ZONING,ZNG-MALLVN
9416253,43060,2020/10/08 08:00:00+00,968.75,,280010000,200 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0017,ZNG-ZONING,ZNG-MALLVN
9416254,43059,2020/10/06 08:00:00+00,1095.0,,100007000,1327-29 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0016,ZNG-ZONING,ZNG-MALLVN
9416255,43058,2020/03/20 08:00:00+00,2062.5,,530061000,415-417 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0015,ZNG-ZONING,ZNG-MALLVN
9416256,43057,2020/03/19 08:00:00+00,2250.0,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0014,ZNG-ZONING,ZNG-MALLVN
9416258,43055,2020/03/17 08:00:00+00,5687.5,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0012,ZNG-ZONING,ZNG-MALLVN
9416259,43054,2020/03/17 08:00:00+00,2254.58,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0011,ZNG-ZONING,ZNG-MALLVN
9416261,43052,2020/03/12 08:00:00+00,2095.0,,280047000,406 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0009,ZNG-ZONING,ZNG-MALLVN
9416263,43050,2020/03/05 10:00:00+00,10312.5,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0007,ZNG-ZONING,ZNG-MALLVN
9416265,43048,2020/02/27 10:00:00+00,1583.33,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0005,ZNG-ZONING,ZNG-MALLVN
9416266,43047,2020/02/27 10:00:00+00,3625.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN20-0004,ZNG-ZONING,ZNG-MALLVN
9416270,43043,2019/09/24 08:00:00+00,6245.0,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0038,ZNG-ZONING,ZNG-MALLVN
9416272,43041,2019/08/13 08:00:00+00,525.0,,280040000,300 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0036,ZNG-ZONING,ZNG-MALLVN
9416273,43040,2019/08/05 08:00:00+00,2150.0,,280010000,200 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0035,ZNG-ZONING,ZNG-MALLVN
9416276,43037,2019/07/19 08:00:00+00,2625.0,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0032,ZNG-ZONING,ZNG-MALLVN
9416277,43036,2019/07/17 08:00:00+00,6125.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0031,ZNG-ZONING,ZNG-MALLVN
9416278,43035,2019/06/12 08:00:00+00,2380.0,,330274000,225 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0030,ZNG-ZONING,ZNG-MALLVN
9416279,43034,2019/06/12 08:00:00+00,2025.0,,330274000,227 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0029,ZNG-ZONING,ZNG-MALLVN
9416280,43033,2019/05/30 08:00:00+00,3625.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0028,ZNG-ZONING,ZNG-MALLVN
9416282,43031,2019/05/06 08:00:00+00,1925.0,,530068000,520 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0026,ZNG-ZONING,ZNG-MALLVN
9416283,43030,2019/04/25 08:00:00+00,987.5,,530062000,421 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0025,ZNG-ZONING,ZNG-MALLVN
9416284,43029,2019/04/22 08:00:00+00,625.0,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0024,ZNG-ZONING,ZNG-MALLVN
9416285,43028,2019/04/22 08:00:00+00,4125.0,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0023,ZNG-ZONING,ZNG-MALLVN
9416286,43027,2019/04/22 08:00:00+00,2275.0,,530068000,512 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0022,ZNG-ZONING,ZNG-MALLVN
9416287,43026,2019/04/19 08:00:00+00,4125.0,,330248000,111  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0021,ZNG-ZONING,ZNG-MALLVN
9416288,43025,2019/04/17 08:00:00+00,3745.0,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0020,ZNG-ZONING,ZNG-MALLVN
9416289,43024,2019/04/17 08:00:00+00,1955.0,,280045000,400 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0019,ZNG-ZONING,ZNG-MALLVN
9416290,43023,2019/04/16 08:00:00+00,6875.0,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0018,ZNG-ZONING,ZNG-MALLVN
9416292,43021,2019/04/09 08:00:00+00,1875.0,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0016,ZNG-ZONING,ZNG-MALLVN
9416293,43020,2019/04/08 08:00:00+00,2725.0,,330266000,201-207 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0015,ZNG-ZONING,ZNG-MALLVN
9416294,43019,2019/04/05 08:00:00+00,3000.0,,330260000,119  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0014,ZNG-ZONING,ZNG-MALLVN
9416295,43018,2019/04/05 08:00:00+00,4125.0,,280023000,110 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0013,ZNG-ZONING,ZNG-MALLVN
9416296,43017,2019/04/04 08:00:00+00,4055.0,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0012,ZNG-ZONING,ZNG-MALLVN
9416297,43016,2019/04/03 08:00:00+00,5124.5,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0011,ZNG-ZONING,ZNG-MALLVN
9416298,43015,2019/04/01 08:00:00+00,2380.0,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0010,ZNG-ZONING,ZNG-MALLVN
9416299,43014,2019/04/01 08:00:00+00,2375.0,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0009,ZNG-ZONING,ZNG-MALLVN
9416300,43013,2019/04/01 08:00:00+00,2095.0,,530060000,412  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0008,ZNG-ZONING,ZNG-MALLVN
9416301,43012,2019/04/01 08:00:00+00,2095.0,,280047000,406 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0007,ZNG-ZONING,ZNG-MALLVN
9416302,43011,2019/03/28 08:00:00+00,4125.0,,530061000,415 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0006,ZNG-ZONING,ZNG-MALLVN
9416303,43010,2019/03/27 08:00:00+00,4045.0,,530059000,401 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0005,ZNG-ZONING,ZNG-MALLVN
9416304,43009,2019/03/27 08:00:00+00,1700.0,,280016000,118-120 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0004,ZNG-ZONING,ZNG-MALLVN
9416305,43008,2019/03/26 08:00:00+00,2125.0,,530061000,415-417 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0003,ZNG-ZONING,ZNG-MALLVN
9416306,43007,2019/01/29 10:00:00+00,1875.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0002,ZNG-ZONING,ZNG-MALLVN
9416307,43006,2019/01/29 10:00:00+00,6500.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN19-0001,ZNG-ZONING,ZNG-MALLVN
9416308,43005,2018/08/30 08:00:00+00,1190.0,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0043,ZNG-ZONING,ZNG-MALLVN
9416309,43004,2018/06/25 08:00:00+00,0.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0042,ZNG-ZONING,ZNG-MALLVN
9416310,43003,2018/06/13 08:00:00+00,2625.0,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0041,ZNG-ZONING,ZNG-MALLVN
9416312,43001,2018/06/06 08:00:00+00,3425.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0039,ZNG-ZONING,ZNG-MALLVN
9416313,43000,2018/05/30 08:00:00+00,4125.0,,330248000,111 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0038,ZNG-ZONING,ZNG-MALLVN
9416314,42999,2018/05/22 08:00:00+00,2150.0,,280010000,200 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0037,ZNG-ZONING,ZNG-MALLVN
9416315,42998,2018/04/24 08:00:00+00,3745.0,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0036,ZNG-ZONING,ZNG-MALLVN
9416316,42997,2018/04/24 08:00:00+00,5487.5,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0035,ZNG-ZONING,ZNG-MALLVN
9416317,42996,2018/04/24 08:00:00+00,7682.5,,330231000,301 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0034,ZNG-ZONING,ZNG-MALLVN
9416318,42995,2018/04/20 08:00:00+00,1925.0,,530068000,520  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0033,ZNG-ZONING,ZNG-MALLVN
9416319,42994,2018/04/20 08:00:00+00,625.0,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0032,ZNG-ZONING,ZNG-MALLVN
9416321,42992,2018/04/19 08:00:00+00,3625.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0030,ZNG-ZONING,ZNG-MALLVN
9416322,42991,2018/04/19 08:00:00+00,2275.0,,530068000,512  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0029,ZNG-ZONING,ZNG-MALLVN
9416323,42990,2018/04/16 08:00:00+00,6245.0,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0028,ZNG-ZONING,ZNG-MALLVN
9416324,42989,2018/04/10 08:00:00+00,2725.0,,330266000,201  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0027,ZNG-ZONING,ZNG-MALLVN
9416325,42988,2018/04/09 08:00:00+00,1975.0,,530062000,421  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0026,ZNG-ZONING,ZNG-MALLVN
9416326,42987,2018/04/09 08:00:00+00,4045.0,,530059000,401 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0025,ZNG-ZONING,ZNG-MALLVN
9416327,42986,2018/03/29 08:00:00+00,5125.0,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0024,ZNG-ZONING,ZNG-MALLVN
9416328,42985,2018/03/23 08:00:00+00,2380.0,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN18-0023,ZNG-ZONING,ZNG-MALLVN
